URL,Question Text,Option Text,Option Value
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151",当てはまる症状を選んでください。,7.何か変なものを吸い込みましたか？　〔または〕　息が苦しくなったのは吐いた後からですか？　〔または〕　むせた後からですか？,"20,A003151Q0107"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151",当てはまる症状を選んでください。,8.横になると息苦しいですか？　〔または〕　（苦しくて）座らないと息ができませんか？,"20,A003151Q0108"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151",当てはまる症状を選んでください。,9.顔がむくんだり、赤くなったり、蕁麻疹（じんましん）がでていますか？,"20,A003151Q0109"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151",当てはまる症状を選んでください。,どれにもあてはまらない,"A003152,A003151Q0110"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,1.痛みは突然ですか？痛みの程度は変わりませんか？,"20,A003211Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,2.頸部（首）　〔または〕　あご　〔または〕　肩甲骨　〔または〕　背中　〔または〕　上肢（腕）に痛みが広がっていますか？,"20,A003211Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,3.息切れ　〔または〕　めまい　〔または〕　脱力感（力が入らない）がありますか？,"20,A003211Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,4.手足が冷たい　〔または〕　湿っている（じっとりしていますか）？,"20,A003211Q0104"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,5.吐きましたか？　〔または〕　吐き気がありますか？,"20,A003211Q0105"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,6.安静にしても胸が痛いですか？,"20,A003211Q0106"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,7.動悸（ドキドキする感じ）　〔または〕　脈がとぶ感じがありますか？,"20,A003211Q0107"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,8.処方されている薬（ニトログリセリン、フランドルテープなど）を使っても胸痛がおさまらないですか？,"20,A003211Q0108"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,9.長く座りっぱなし　〔または〕　長時間同じ姿勢でしたか？　〔または〕　旅行などの後ですか？,"20,A003211Q0109"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,10.心臓の病気にかかったことがありますか？　〔または〕　いつもの発作と違いますか？,"20,A003211Q0110"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,11.ピル（避妊薬）を飲んでいますか？,"20,A003211Q0111"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,12.足の痛み、はれ、むくみ、赤味、熱っぽい感じのいずれかがありますか？,"20,A003211Q0112"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,13.急に足首がはれてきましたか？,"20,A003211Q0113"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,14.血の混じった痰（たん）が出てきましたか？,"20,A003211Q0114"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,15.けが、事故、妊娠、出産、手術、血液の病気（血液凝固異常）のいずれかを経験したことや指摘されたことがありますか？,"20,A003211Q0115"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,16.血が止まりにくいですか？,"20,A003211Q0116"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211",当てはまる症状を選んでください。,どれにもあてはまらない,"A003212,A003211Q0117"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212",当てはまる症状を選んでください。,1.深呼吸　〔または〕　咳によって痛みますか？,"A003213,A003212Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212",当てはまる症状を選んでください。,2.発熱（38℃以上）はありますか？,"A003213,A003212Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212",当てはまる症状を選んでください。,3.咳　〔または〕　黄色や緑色の痰（たん）が出ていますか？,"A003213,A003212Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212",当てはまる症状を選んでください。,4.最近けがをして、体を動かすと痛みが増しますか？,"A003213,A003212Q0104"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212",当てはまる症状を選んでください。,5.その場所を押すと痛みが出現しますか？,"A003213,A003212Q0105"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212",当てはまる症状を選んでください。,6.痛みの部分がはっきりしていますか？,"A003213,A003212Q0106"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212",当てはまる症状を選んでください。,どれにもあてはまらない,"A003214,A003212Q0107"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0101,A003213",当てはまるものを選んでください。,1.高齢者（65歳以上）ですか？　〔または〕　（女性のみ）妊娠していますか？,"20,A003213Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0101,A003213",当てはまるものを選んでください。,2.歩くことができない状態ですか？,"20,A003213Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0101,A003213",当てはまるものを選んでください。,3.糖尿病がありますか？,"20,A003213Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0101,A003213",当てはまるものを選んでください。,4.慢性腎不全がありますか？,"20,A003213Q0104"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0101,A003213",当てはまるものを選んでください。,5.喫煙歴がありますか？,"20,A003213Q0105"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0101,A003213",当てはまるものを選んでください。,6.高血圧がありますか？,"20,A003213Q0106"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0101,A003213",当てはまるものを選んでください。,どれにもあてはまらない,"21,A003213Q0107"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0102,A003213",当てはまるものを選んでください。,1.高齢者（65歳以上）ですか？　〔または〕　（女性のみ）妊娠していますか？,"20,A003213Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0102,A003213",当てはまるものを選んでください。,2.歩くことができない状態ですか？,"20,A003213Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0102,A003213",当てはまるものを選んでください。,3.糖尿病がありますか？,"20,A003213Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0102,A003213",当てはまるものを選んでください。,4.慢性腎不全がありますか？,"20,A003213Q0104"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0102,A003213",当てはまるものを選んでください。,5.喫煙歴がありますか？,"20,A003213Q0105"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0102,A003213",当てはまるものを選んでください。,6.高血圧がありますか？,"20,A003213Q0106"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0102,A003213",当てはまるものを選んでください。,どれにもあてはまらない,"21,A003213Q0107"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0103,A003213",当てはまるものを選んでください。,1.高齢者（65歳以上）ですか？　〔または〕　（女性のみ）妊娠していますか？,"20,A003213Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0103,A003213",当てはまるものを選んでください。,2.歩くことができない状態ですか？,"20,A003213Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0103,A003213",当てはまるものを選んでください。,3.糖尿病がありますか？,"20,A003213Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0103,A003213",当てはまるものを選んでください。,4.慢性腎不全がありますか？,"20,A003213Q0104"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0103,A003213",当てはまるものを選んでください。,5.喫煙歴がありますか？,"20,A003213Q0105"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0103,A003213",当てはまるものを選んでください。,6.高血圧がありますか？,"20,A003213Q0106"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0103,A003213",当てはまるものを選んでください。,どれにもあてはまらない,"21,A003213Q0107"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0104,A003213",当てはまるものを選んでください。,1.高齢者（65歳以上）ですか？　〔または〕　（女性のみ）妊娠していますか？,"20,A003213Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0104,A003213",当てはまるものを選んでください。,2.歩くことができない状態ですか？,"20,A003213Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0104,A003213",当てはまるものを選んでください。,3.糖尿病がありますか？,"20,A003213Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0104,A003213",当てはまるものを選んでください。,4.慢性腎不全がありますか？,"20,A003213Q0104"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0104,A003213",当てはまるものを選んでください。,5.喫煙歴がありますか？,"20,A003213Q0105"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0104,A003213",当てはまるものを選んでください。,6.高血圧がありますか？,"20,A003213Q0106"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0104,A003213",当てはまるものを選んでください。,どれにもあてはまらない,"21,A003213Q0107"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0105,A003213",当てはまるものを選んでください。,1.高齢者（65歳以上）ですか？　〔または〕　（女性のみ）妊娠していますか？,"20,A003213Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0105,A003213",当てはまるものを選んでください。,2.歩くことができない状態ですか？,"20,A003213Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0105,A003213",当てはまるものを選んでください。,3.糖尿病がありますか？,"20,A003213Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0105,A003213",当てはまるものを選んでください。,4.慢性腎不全がありますか？,"20,A003213Q0104"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0105,A003213",当てはまるものを選んでください。,5.喫煙歴がありますか？,"20,A003213Q0105"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0105,A003213",当てはまるものを選んでください。,6.高血圧がありますか？,"20,A003213Q0106"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0105,A003213",当てはまるものを選んでください。,どれにもあてはまらない,"21,A003213Q0107"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0106,A003213",当てはまるものを選んでください。,1.高齢者（65歳以上）ですか？　〔または〕　（女性のみ）妊娠していますか？,"20,A003213Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0106,A003213",当てはまるものを選んでください。,2.歩くことができない状態ですか？,"20,A003213Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0106,A003213",当てはまるものを選んでください。,3.糖尿病がありますか？,"20,A003213Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0106,A003213",当てはまるものを選んでください。,4.慢性腎不全がありますか？,"20,A003213Q0104"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0106,A003213",当てはまるものを選んでください。,5.喫煙歴がありますか？,"20,A003213Q0105"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0106,A003213",当てはまるものを選んでください。,6.高血圧がありますか？,"20,A003213Q0106"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0106,A003213",当てはまるものを選んでください。,どれにもあてはまらない,"21,A003213Q0107"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0107,A003214",当てはまるものを選んでください。,1.高齢者（65歳以上）ですか？　〔または〕　（女性のみ）妊娠していますか？,"21,A003214Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0107,A003214",当てはまるものを選んでください。,2.歩くことができない状態ですか？,"21,A003214Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0107,A003214",当てはまるものを選んでください。,3.糖尿病がありますか？,"21,A003214Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0107,A003214",当てはまるものを選んでください。,4.慢性腎不全がありますか？,"21,A003214Q0104"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0107,A003214",当てはまるものを選んでください。,5.喫煙歴がありますか？,"21,A003214Q0105"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0107,A003214",当てはまるものを選んでください。,6.高血圧がありますか？,"21,A003214Q0106"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0102,A003211,A003211Q0117,A003212,A003212Q0107,A003214",当てはまるものを選んでください。,どれにもあてはまらない,"22,A003214Q0107"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0106,A003171",当てはまる症状を選んでください。,1.横になると息苦しいですか？　〔または〕　（苦しくて）座らないと息ができませんか？,"20,A003171Q0101"
